person_age,person_gender,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_home_ownership_1,person_home_ownership_2,person_home_ownership_3,person_home_ownership_4,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_status
38,0,0,102704,15,10000,11.12,0.1,12,590,1,0,1,0,0,0,0,0,1,0,0,0
39,1,3,103009,19,10000,9.32,0.1,16,649,1,0,1,0,0,0,0,0,0,1,0,0
38,0,1,104007,17,10000,12.53,0.1,13,627,0,0,1,0,0,1,0,0,0,0,0,0
37,1,1,109017,12,10000,8.94,0.09,12,544,1,0,1,0,0,0,0,0,0,0,1,0
46,1,0,93448,21,13000,15.96,0.14,13,658,1,0,0,1,0,1,0,0,0,0,0,0
36,1,2,93175,13,6200,5.99,0.07,17,709,0,0,0,1,0,0,0,0,0,1,0,0
49,1,1,86105,28,15000,14.84,0.17,11,705,0,0,0,1,0,1,0,0,0,0,0,1
36,1,2,111266,14,10000,11.71,0.09,16,631,0,0,1,0,0,1,0,0,0,0,0,0
47,1,0,112776,24,10000,11.01,0.09,16,661,0,0,1,0,0,0,0,0,0,1,0,0
43,0,0,93454,21,12000,5.99,0.13,16,652,1,0,0,1,0,0,1,0,0,0,0,0
40,1,0,93348,19,12000,11.01,0.13,12,588,1,0,0,1,0,0,1,0,0,0,0,0
37,0,1,93394,18,4500,6.99,0.05,12,654,1,0,0,1,0,0,0,0,1,0,0,0
36,1,3,93622,13,6000,6.99,0.06,12,714,0,0,0,1,0,0,0,0,0,1,0,0
41,1,1,114975,17,10000,16.49,0.09,16,508,1,0,1,0,0,0,0,0,0,0,1,0
38,1,0,61514,17,10100,11.49,0.16,16,646,1,0,1,0,0,1,0,0,0,0,0,0
36,1,1,93374,13,10000,16.35,0.11,13,723,0,0,0,1,0,0,1,0,0,0,0,0
37,1,0,93463,12,15000,12.29,0.16,15,644,1,0,0,1,0,0,0,0,0,0,1,0
37,1,1,51478,18,10200,13.16,0.2,14,697,0,0,1,0,0,0,0,0,0,1,0,0
48,1,3,66910,24,10200,13.92,0.15,16,755,1,0,1,0,0,0,0,0,1,0,0,0
37,1,1,94567,14,10200,13.06,0.11,13,663,1,0,1,0,0,0,1,0,0,0,0,0
48,0,0,100996,26,10200,5.79,0.1,14,505,1,0,1,0,0,0,1,0,0,0,0,0
38,0,1,93561,16,3000,8.59,0.03,15,627,1,0,0,0,1,0,0,0,0,0,1,0
39,1,1,93606,12,10000,11.86,0.11,11,686,1,0,0,1,0,0,0,1,0,0,0,0
36,0,1,159184,12,10200,7.51,0.06,13,574,0,0,1,0,0,0,0,1,0,0,0,0
39,1,0,32179,15,11000,8.59,0.34,12,622,0,0,1,0,0,1,0,0,0,0,0,1
47,0,0,93640,25,25000,10.99,0.27,14,669,0,0,0,1,0,0,1,0,0,0,0,0
49,1,2,94392,23,8000,6.03,0.08,17,660,0,0,0,1,0,1,0,0,0,0,0,0
42,1,0,44251,23,11000,11.97,0.25,16,669,0,0,1,0,0,0,0,0,1,0,0,1
39,1,1,72875,14,11025,10.59,0.15,12,567,0,0,1,0,0,0,0,0,1,0,0,0
38,0,0,43039,16,11100,6.62,0.26,14,647,0,0,1,0,0,0,1,0,0,0,0,1
42,0,0,94329,20,20000,10.99,0.21,11,682,1,0,0,1,0,0,1,0,0,0,0,0
38,1,0,94761,16,3225,5.79,0.03,13,636,1,0,0,1,0,0,0,1,0,0,0,0
37,0,1,48828,15,3000,9.91,0.06,15,577,0,0,0,0,1,0,0,0,0,1,0,0
38,0,0,94743,12,6250,6.76,0.07,16,588,1,0,0,1,0,0,1,0,0,0,0,0
36,1,1,94438,14,15000,7.88,0.16,16,608,0,0,0,1,0,0,0,0,0,1,0,0
36,1,1,75568,12,11200,10.59,0.15,16,669,1,0,1,0,0,0,0,1,0,0,0,0
38,1,0,94802,15,4575,7.74,0.05,14,609,1,0,0,1,0,0,0,0,0,0,1,0
42,1,0,80521,16,11200,5.79,0.14,12,652,0,0,1,0,0,1,0,0,0,0,0,0
39,0,1,94805,17,12000,13.57,0.13,11,721,1,0,0,1,0,0,1,0,0,0,0,0
45,0,3,82431,23,11200,11.01,0.14,17,676,0,0,1,0,0,0,0,0,0,1,0,0
37,0,1,94690,13,12000,9.83,0.13,11,589,1,0,0,1,0,1,0,0,0,0,0,0
42,1,2,94649,17,8000,10.78,0.08,13,700,0,0,0,1,0,0,0,0,1,0,0,0
42,1,1,95032,17,25000,10.36,0.26,16,604,0,0,0,1,0,0,0,0,1,0,0,0
40,1,3,159151,16,11200,12.68,0.07,12,668,1,0,1,0,0,1,0,0,0,0,0,0
50,1,1,180806,25,11200,11.14,0.06,11,668,0,0,1,0,0,0,0,1,0,0,0,0
36,1,1,49160,14,11250,14.27,0.23,12,557,1,0,1,0,0,0,1,0,0,0,0,0
45,0,0,41000,21,11300,12.17,0.28,11,650,0,0,1,0,0,0,0,0,0,0,1,1
39,1,3,96168,18,15000,11.71,0.16,13,631,1,0,0,1,0,1,0,0,0,0,0,0
42,0,2,72791,19,11300,13.61,0.16,14,715,0,0,1,0,0,0,0,0,0,1,0,0
43,0,0,95598,19,4000,8.88,0.04,12,638,0,0,0,1,0,0,0,1,0,0,0,0
36,0,1,96271,10,10000,6.03,0.1,14,740,0,0,0,1,0,0,0,0,0,1,0,0
47,0,1,96169,25,16000,7.51,0.17,13,685,1,0,0,1,0,0,1,0,0,0,0,0
41,1,1,40720,19,11500,12.98,0.28,15,641,0,0,1,0,0,0,1,0,0,0,0,1
40,1,1,76231,18,7500,19.04,0.1,12,588,0,0,0,1,0,0,0,0,1,0,0,1
37,0,0,48504,14,11500,13.48,0.24,15,658,1,0,1,0,0,0,0,0,0,1,0,0
39,0,2,50864,16,11500,14.09,0.23,13,584,0,0,1,0,0,0,0,0,0,0,1,0
40,1,2,49109,16,10000,11.01,0.2,16,698,0,0,0,0,1,0,1,0,0,0,0,0
39,0,4,67712,17,11500,13.22,0.17,11,644,0,0,1,0,0,0,0,1,0,0,0,0
41,1,1,96842,19,17000,11.01,0.18,16,557,1,0,0,0,1,0,0,0,0,0,1,0
44,1,1,96838,18,10000,6.03,0.1,15,652,0,0,0,1,0,0,0,0,1,0,0,0
37,1,1,88680,17,11500,12.21,0.13,11,616,1,0,1,0,0,1,0,0,0,0,0,0
40,1,0,48984,19,13750,8.88,0.28,16,666,0,0,0,0,1,0,0,1,0,0,0,0
37,1,1,89513,13,10000,16.29,0.11,14,590,0,0,0,1,0,0,0,0,0,1,0,1
43,1,0,37011,21,11525,13.57,0.31,17,588,0,0,1,0,0,0,0,0,0,1,0,1
36,1,1,97114,15,10000,6.62,0.1,14,661,1,0,0,1,0,0,0,0,0,0,1,0
37,1,2,97085,16,13000,6.62,0.13,13,639,1,0,0,1,0,1,0,0,0,0,0,0
36,1,0,97085,14,12025,10.65,0.12,16,691,0,0,0,1,0,0,0,0,0,0,1,0
43,0,1,67028,20,11750,10.99,0.18,17,587,1,0,1,0,0,0,0,0,1,0,0,0
42,1,3,76678,23,3000,11.01,0.04,14,680,0,0,0,1,0,0,0,0,1,0,0,1
48,0,0,25622,27,12000,7.49,0.47,12,656,0,0,1,0,0,0,0,0,1,0,0,1
42,0,1,96837,17,10000,11.49,0.1,14,660,1,0,0,1,0,0,0,0,0,1,0,0
43,1,4,96704,21,9800,5.99,0.1,17,706,0,0,0,1,0,0,0,0,0,0,1,0
47,1,1,33090,24,12000,13.3,0.36,12,686,0,0,1,0,0,0,0,0,0,1,0,1
36,1,1,96777,10,20000,10.99,0.21,15,656,1,0,0,1,0,0,1,0,0,0,0,0
43,1,0,96961,20,10000,6.99,0.1,15,642,1,0,0,1,0,1,0,0,0,0,0,0
37,0,1,36956,13,12000,12.42,0.32,15,650,0,0,1,0,0,0,0,0,0,0,1,1
44,0,3,37012,18,12000,11.11,0.32,15,697,0,0,1,0,0,1,0,0,0,0,0,1
42,1,0,96956,21,5000,11.99,0.05,17,638,1,0,0,1,0,0,0,0,0,1,0,0
44,1,0,36999,26,12000,11.83,0.32,11,658,0,0,1,0,0,0,0,0,1,0,0,1
49,1,0,90256,28,12000,17.99,0.13,15,611,0,0,0,1,0,1,0,0,0,0,0,1
43,1,1,96883,19,10000,11.01,0.1,16,638,1,0,0,1,0,0,0,0,0,1,0,0
36,0,1,96854,10,5000,7.29,0.05,16,633,0,0,0,1,0,1,0,0,0,0,0,0
46,1,1,97254,24,20000,14.54,0.21,13,643,0,0,0,1,0,0,0,1,0,0,0,0
37,1,1,39805,15,12000,7.49,0.3,15,589,0,0,1,0,0,0,0,0,0,0,1,1
38,1,1,97189,17,10000,7.29,0.1,16,668,0,0,0,1,0,0,0,1,0,0,0,0
39,0,0,97064,18,5600,13.43,0.06,13,641,0,0,0,1,0,0,0,0,0,1,0,0
37,0,3,96910,15,10000,9.99,0.1,13,703,1,0,0,1,0,1,0,0,0,0,0,0
36,1,0,41118,16,12000,11.36,0.29,13,575,0,0,1,0,0,0,1,0,0,0,0,1
37,0,0,49344,15,15000,11.48,0.3,14,690,0,0,0,0,1,0,0,0,0,0,1,0
37,0,0,96783,14,3000,11.01,0.03,15,610,1,0,0,1,0,0,0,1,0,0,0,0
46,0,3,96735,27,10000,6.17,0.1,13,661,1,0,0,1,0,0,0,1,0,0,0,0
47,0,1,97114,22,10000,6.54,0.1,13,670,1,0,0,1,0,0,1,0,0,0,0,0
38,1,0,96912,15,4000,12.98,0.04,13,675,1,0,0,1,0,1,0,0,0,0,0,0
36,1,1,89844,12,25000,17.8,0.28,11,626,0,0,0,1,0,0,0,1,0,0,0,1
39,1,0,96921,18,19800,13.23,0.2,13,601,0,0,0,1,0,0,0,1,0,0,0,0
46,1,0,96791,19,5000,11.86,0.05,15,669,0,0,0,1,0,0,0,0,0,0,1,0
36,1,0,96776,14,6000,11.01,0.06,11,667,0,0,0,1,0,0,1,0,0,0,0,0
38,1,0,44604,12,12000,7.51,0.27,11,515,0,0,1,0,0,0,1,0,0,0,0,1
38,0,1,96748,17,5000,13.85,0.05,15,566,0,0,0,1,0,0,0,0,1,0,0,0
44,1,0,96748,23,15000,13.11,0.16,16,609,0,0,0,1,0,1,0,0,0,0,0,0
44,0,2,97317,17,25000,15.33,0.26,17,694,1,0,0,1,0,0,0,0,0,0,1,0
37,1,0,46707,15,12000,8.94,0.26,14,667,0,0,1,0,0,0,0,0,0,0,1,1
37,0,3,47161,16,12000,7.88,0.25,12,595,0,0,1,0,0,0,0,0,0,1,0,1
37,1,3,97092,14,20000,11.83,0.21,13,731,1,0,0,1,0,0,0,0,1,0,0,0
36,0,0,89755,9,10250,11.48,0.11,15,644,0,0,0,1,0,0,1,0,0,0,0,1
48,0,0,96955,30,7700,9.63,0.08,11,586,1,0,0,1,0,1,0,0,0,0,0,0
36,1,0,89671,15,10000,11.03,0.11,15,618,0,0,0,1,0,0,0,0,0,1,0,1
36,0,3,96946,10,15000,10.71,0.15,14,709,1,0,0,1,0,0,1,0,0,0,0,0
39,1,0,48769,21,12000,10.74,0.25,16,638,0,0,1,0,0,0,0,0,0,0,1,0
39,0,1,96952,16,5000,11.22,0.05,13,662,0,0,0,0,1,0,0,0,1,0,0,0
37,0,0,49176,14,12000,9.91,0.24,16,575,1,0,1,0,0,0,0,0,1,0,0,0
41,1,2,76373,21,9600,10,0.13,12,695,0,0,0,1,0,0,0,0,1,0,0,1
38,1,1,48851,12,12000,10.59,0.25,11,573,1,0,1,0,0,0,0,0,0,0,1,0
40,1,0,96783,19,9500,7.51,0.1,12,646,0,0,0,1,0,0,1,0,0,0,0,0
47,0,1,97136,22,7000,11.01,0.07,15,696,1,0,0,1,0,0,1,0,0,0,0,0
44,1,0,97195,19,8000,10.38,0.08,16,669,1,0,0,1,0,0,0,0,1,0,0,0
44,1,0,97255,23,5500,13.92,0.06,13,688,1,0,0,1,0,1,0,0,0,0,0,0
37,1,0,51403,12,12000,11.01,0.23,13,622,1,0,1,0,0,0,0,0,1,0,0,0
42,1,0,51247,22,12000,10.37,0.23,11,681,0,0,1,0,0,0,0,0,0,1,0,0
38,1,1,98131,18,10000,14.27,0.1,16,614,1,0,0,1,0,0,0,0,0,1,0,0
36,0,3,98020,14,6000,12.99,0.06,17,710,0,0,0,1,0,0,0,1,0,0,0,0
38,1,1,97849,17,11000,10.36,0.11,14,660,1,0,0,1,0,0,1,0,0,0,0,0
38,0,0,98520,17,7000,9.99,0.07,11,693,1,0,0,0,1,0,1,0,0,0,0,0
40,0,1,98174,18,20000,6.17,0.2,14,686,0,0,0,1,0,0,0,1,0,0,0,0
40,1,0,98347,19,24000,9.25,0.24,15,610,0,0,0,1,0,0,1,0,0,0,0,0
38,0,0,98759,13,8000,11.12,0.08,12,531,1,0,0,1,0,0,0,1,0,0,0,0
50,1,2,99105,30,5000,11.01,0.05,14,713,0,0,0,1,0,0,0,0,1,0,0,0
43,1,0,54843,19,12000,6.91,0.22,12,641,1,0,1,0,0,0,0,0,1,0,0,0
48,1,0,78397,26,15000,11.01,0.19,12,685,0,0,0,1,0,0,0,0,1,0,0,1
42,0,2,78231,20,30000,19.03,0.38,17,640,0,0,0,1,0,0,0,0,1,0,0,1
44,0,0,47591,19,12000,11.14,0.25,15,634,0,0,1,0,0,0,0,0,1,0,0,1
42,1,0,99779,22,26800,11.01,0.27,15,655,0,0,0,1,0,0,0,1,0,0,0,0
39,0,3,99642,18,8000,19.42,0.08,17,690,1,0,0,1,0,0,0,1,0,0,0,0
41,1,1,99377,19,12000,7.51,0.12,17,688,1,0,0,1,0,0,0,1,0,0,0,0
38,1,0,55864,16,12000,9.91,0.21,16,545,1,0,1,0,0,0,0,0,1,0,0,0
49,1,0,99537,27,10000,16.49,0.1,12,629,1,0,0,1,0,0,0,0,0,1,0,0
38,1,0,99367,16,10000,11.99,0.1,13,634,0,0,0,0,1,0,0,1,0,0,0,0
37,1,3,72097,17,12000,6.54,0.17,16,541,1,0,1,0,0,1,0,0,0,0,0,0
46,1,0,99856,24,6600,7.66,0.07,13,546,1,0,0,1,0,0,0,0,0,1,0,0
36,0,2,99977,12,11000,10.65,0.11,11,686,1,0,0,1,0,0,0,0,1,0,0,0
40,0,1,100179,17,6000,11.01,0.06,14,645,1,0,0,1,0,0,0,0,1,0,0,0
39,0,0,65566,18,12000,14.22,0.18,12,607,0,0,1,0,0,1,0,0,0,0,0,1
43,0,1,100713,22,3000,9.91,0.03,17,631,1,0,0,1,0,0,0,1,0,0,0,0
41,1,2,100294,21,3000,11.83,0.03,12,594,1,0,0,1,0,0,0,1,0,0,0,0
36,1,3,100878,12,13000,11.97,0.13,14,700,0,0,0,1,0,0,0,0,0,0,1,0
37,1,1,29875,13,3000,19.03,0.1,11,640,0,0,1,0,0,0,0,1,0,0,0,1
38,1,0,29738,12,3000,11.01,0.1,16,569,1,0,1,0,0,0,0,0,1,0,0,0
39,0,0,29816,17,3000,14.12,0.1,11,641,0,0,1,0,0,0,0,1,0,0,0,1
38,1,0,30886,11,3000,11.01,0.1,13,679,0,0,1,0,0,0,0,0,1,0,0,1
36,1,3,101698,12,13200,7.51,0.13,12,681,1,0,0,1,0,0,0,0,0,1,0,0
36,0,2,101843,14,6000,12.69,0.06,13,664,1,0,0,1,0,0,0,0,0,1,0,0
37,1,3,101786,13,24000,11.01,0.24,17,606,1,0,0,1,0,0,0,0,0,0,1,0
40,1,1,34158,19,3000,10.25,0.09,17,680,0,0,1,0,0,0,0,0,0,0,1,0
37,1,1,102035,12,8225,12.99,0.08,11,627,1,0,0,1,0,0,0,1,0,0,0,0
45,0,1,35291,22,3000,11.01,0.09,11,657,1,0,1,0,0,0,0,0,1,0,0,0
38,1,0,101678,17,10800,11.01,0.11,15,636,1,0,0,1,0,0,0,1,0,0,0,0
38,0,0,101854,14,15000,9.63,0.15,16,656,1,0,0,1,0,0,0,0,0,0,1,0
48,0,0,35800,28,3000,12.49,0.08,14,692,0,0,1,0,0,1,0,0,0,0,0,1
43,1,0,101973,20,12000,5.42,0.12,16,648,1,0,0,1,0,1,0,0,0,0,0,0
39,0,3,102012,19,9875,7.51,0.1,15,681,0,0,0,0,1,0,1,0,0,0,0,0
36,1,2,101802,11,1000,7.51,0.01,16,647,0,0,0,1,0,0,0,0,0,0,1,0
38,1,0,75177,18,12000,11.01,0.16,16,585,1,0,1,0,0,1,0,0,0,0,0,0
40,1,1,101912,18,17925,14.26,0.18,16,605,1,0,0,1,0,0,0,1,0,0,0,0
39,1,0,101992,15,4000,9.63,0.04,12,504,1,0,0,1,0,0,1,0,0,0,0,0
49,0,0,102124,27,14000,11.89,0.14,17,717,0,0,0,1,0,0,0,0,1,0,0,0
36,1,3,103077,15,3500,12.69,0.03,16,680,0,0,0,1,0,0,0,0,0,1,0,0
47,1,3,78547,22,12000,5.42,0.15,17,597,1,0,1,0,0,0,1,0,0,0,0,0
37,0,3,79126,15,12000,16.49,0.15,17,667,1,0,1,0,0,0,0,0,0,1,0,0
37,1,3,79033,11,12000,13.98,0.15,15,642,1,0,1,0,0,0,1,0,0,0,0,0
39,1,1,83385,16,12000,9.33,0.14,16,623,1,0,1,0,0,0,0,0,1,0,0,0
40,1,1,103132,17,5000,14.27,0.05,16,636,0,0,0,1,0,0,0,1,0,0,0,0
42,1,3,85319,16,12000,11.01,0.14,12,683,1,0,1,0,0,0,0,0,1,0,0,0
38,0,0,102705,17,15000,6.03,0.15,15,640,1,0,0,1,0,0,0,0,0,0,1,0
37,0,0,103102,14,5500,12.69,0.05,11,517,1,0,0,1,0,0,0,1,0,0,0,0
37,1,0,102690,14,10000,9.99,0.1,16,716,1,0,0,1,0,0,0,1,0,0,0,0
37,0,1,103179,14,8000,11.99,0.08,17,576,0,0,0,1,0,0,0,1,0,0,0,0
38,1,0,103031,11,6000,10.99,0.06,14,602,0,0,0,1,0,0,0,0,0,1,0,0
36,1,1,88349,13,8000,17.49,0.09,17,585,0,0,0,1,0,1,0,0,0,0,0,1
36,0,0,88322,13,12000,7.66,0.14,12,680,0,0,1,0,0,0,0,0,0,0,1,0
37,0,1,102699,19,5600,5.42,0.05,13,593,1,0,0,1,0,0,0,0,0,0,1,0
38,1,0,102880,16,10000,11.01,0.1,12,652,1,0,0,1,0,0,0,0,0,0,1,0
42,1,4,102641,20,8500,15.58,0.08,12,731,0,0,0,1,0,0,0,1,0,0,0,0
37,0,0,45601,14,6075,11.86,0.13,14,637,1,0,0,0,1,0,0,0,0,0,1,0
39,1,1,102703,17,5000,11.86,0.05,15,662,1,0,0,1,0,0,0,0,0,0,1,0
48,0,0,103461,24,10000,7.51,0.1,13,629,0,0,0,1,0,0,1,0,0,0,0,0
37,0,2,51424,15,3000,7.51,0.06,13,565,1,0,1,0,0,0,0,0,0,0,1,0
47,0,0,103143,27,5500,6.76,0.05,12,580,1,0,0,1,0,1,0,0,0,0,0,0
41,1,0,45499,20,10000,13.79,0.22,13,685,1,0,0,0,1,0,0,0,0,0,1,0
40,1,0,103154,16,10000,12.87,0.1,11,644,1,0,0,1,0,0,1,0,0,0,0,0
36,0,0,103040,11,8000,14.96,0.08,14,695,0,0,0,0,1,0,1,0,0,0,0,0
43,1,0,90946,20,12000,7.9,0.13,16,721,1,0,1,0,0,0,0,1,0,0,0,0
37,1,0,102770,15,10000,18.43,0.1,16,575,0,0,0,0,1,0,1,0,0,0,0,0
45,1,0,45076,22,2000,7.51,0.04,16,664,0,0,0,0,1,0,0,0,0,1,0,0
39,0,0,103007,16,12000,9.32,0.12,13,695,1,0,0,1,0,0,0,0,0,1,0,0
46,1,3,102922,26,1000,7.68,0.01,12,747,0,1,0,0,0,0,0,1,0,0,0,0
47,1,0,102980,23,10000,8.07,0.1,15,610,1,0,0,1,0,0,0,1,0,0,0,0
46,1,0,102734,23,5000,7.43,0.05,13,632,1,0,0,0,1,0,0,0,0,0,1,0
44,1,4,103142,18,7000,10.62,0.07,12,642,1,0,0,1,0,0,0,0,0,1,0,0
39,0,0,104111,14,8500,6.03,0.08,11,694,1,0,0,1,0,0,0,1,0,0,0,0
36,0,3,76752,14,6250,13.49,0.08,12,671,0,0,0,1,0,0,0,0,1,0,0,1
42,0,0,92137,22,12000,14.91,0.13,12,602,0,0,1,0,0,0,1,0,0,0,0,1
42,1,1,99341,20,12000,13.24,0.12,13,709,1,0,1,0,0,0,0,0,0,0,1,0
48,0,4,100658,20,12000,10.99,0.12,17,729,0,0,1,0,0,0,0,0,0,0,1,0
43,1,4,104234,21,10000,9.99,0.1,14,669,1,0,0,1,0,0,0,1,0,0,0,0
44,1,3,43953,23,4000,16.29,0.09,11,722,0,0,0,0,1,0,1,0,0,0,0,0
36,1,0,44299,13,10000,16.29,0.23,17,586,1,0,0,0,1,0,0,0,1,0,0,0
43,1,3,104075,18,2200,11.01,0.02,16,664,0,0,0,1,0,0,0,0,0,0,1,0
43,0,1,104206,21,6500,7.74,0.06,13,663,1,0,0,1,0,0,0,1,0,0,0,0
36,0,1,102573,14,12000,7.29,0.12,14,708,1,0,1,0,0,0,0,0,1,0,0,0
37,1,4,104696,14,6500,7.14,0.06,13,750,0,0,0,1,0,0,1,0,0,0,0,0
40,0,3,105005,15,10000,10.25,0.1,16,619,1,0,0,1,0,0,0,1,0,0,0,0
47,1,0,104667,26,24000,11.01,0.23,17,706,0,0,0,1,0,0,0,0,1,0,0,0
39,0,0,102989,17,12000,6.03,0.12,12,543,1,0,1,0,0,0,0,1,0,0,0,0
38,1,1,104751,12,5000,15.58,0.05,12,711,1,0,0,1,0,0,0,0,0,1,0,0
46,0,1,105157,22,10000,8.94,0.1,15,612,1,0,0,1,0,0,0,0,0,0,1,0
39,0,1,103028,17,12000,10.74,0.12,13,644,0,0,1,0,0,0,1,0,0,0,0,0
49,0,1,90896,31,15600,17.27,0.17,11,717,0,0,0,1,0,1,0,0,0,0,0,1
41,1,4,91057,18,4800,15.58,0.05,15,730,0,0,0,1,0,1,0,0,0,0,0,1
49,1,1,106720,26,12000,6.62,0.11,17,712,0,0,1,0,0,0,0,0,0,0,1,0
41,1,1,105206,19,9000,16,0.09,12,624,1,0,0,1,0,0,0,0,0,1,0,0
47,0,1,105385,27,10000,11.01,0.09,11,603,0,0,0,1,0,0,0,0,0,1,0,0
46,1,0,105155,26,20000,12.41,0.19,17,648,0,0,0,1,0,0,0,0,0,1,0,0
37,1,0,109043,11,12000,7.51,0.11,13,674,1,0,1,0,0,0,0,0,0,1,0,0
40,1,0,105358,15,17600,7.9,0.17,13,689,1,0,0,1,0,0,0,0,0,1,0,0
49,0,1,109015,23,12000,11.01,0.11,16,649,1,0,1,0,0,0,1,0,0,0,0,0
37,1,1,106689,13,14250,11.89,0.13,14,635,0,0,0,1,0,0,1,0,0,0,0,0
36,1,4,112595,13,12000,13.48,0.11,12,708,0,0,1,0,0,0,0,0,0,1,0,0
37,0,2,106632,12,9925,11.01,0.09,16,682,0,0,0,1,0,0,0,1,0,0,0,0
41,1,0,106476,23,4000,7.14,0.04,17,633,0,0,0,1,0,0,0,1,0,0,0,0
37,1,2,106499,19,12000,7.51,0.11,17,703,0,0,0,1,0,0,0,0,0,0,1,0
36,1,1,115257,14,12000,10.99,0.1,11,675,0,0,1,0,0,0,0,0,0,1,0,0
37,0,2,106388,17,1000,13.48,0.01,11,609,1,0,0,1,0,0,0,0,0,0,1,0
42,0,3,88660,19,12000,16.77,0.14,13,626,0,0,1,0,0,0,0,0,1,0,0,1
37,1,0,107042,16,15000,10.14,0.14,14,677,1,0,0,1,0,0,0,1,0,0,0,0
49,1,1,107230,25,20000,13.92,0.19,14,724,1,0,0,1,0,0,0,0,1,0,0,0
41,1,2,121149,20,12000,10.74,0.1,14,605,0,0,1,0,0,0,0,0,0,1,0,0
37,1,1,107899,13,3600,6.62,0.03,17,690,1,0,0,1,0,0,0,0,0,0,1,0
38,0,0,107706,14,6000,5.42,0.06,13,625,0,0,0,1,0,0,0,0,0,1,0,0
38,0,1,107537,18,10000,11.01,0.09,13,684,1,0,0,1,0,0,1,0,0,0,0,0
49,1,1,93545,27,16000,14.09,0.17,12,643,0,0,0,1,0,1,0,0,0,0,0,1
37,0,2,107963,14,5000,6.91,0.05,15,577,1,0,0,1,0,0,1,0,0,0,0,0
40,1,3,44398,17,2000,13.57,0.05,12,653,0,0,0,0,1,0,1,0,0,0,0,0
50,0,0,144907,28,12000,9.62,0.08,12,653,1,0,1,0,0,0,0,0,1,0,0,0
41,1,0,109026,17,15000,13.49,0.14,15,696,0,0,0,1,0,0,0,0,0,0,1,0
41,1,0,151228,18,12000,13.49,0.08,12,703,0,0,1,0,0,1,0,0,0,0,0,0
38,1,1,150788,15,12000,7.66,0.08,14,701,0,0,1,0,0,0,1,0,0,0,0,0
36,0,0,109109,14,3800,6.03,0.03,14,580,1,0,0,0,1,0,0,1,0,0,0,0
36,0,3,109029,14,12000,6.62,0.11,13,679,1,0,0,1,0,0,1,0,0,0,0,0
41,1,1,136590,19,12000,16,0.09,15,672,0,0,1,0,0,0,0,0,0,0,1,1
38,0,2,109211,17,25000,11.01,0.23,17,674,0,0,0,1,0,0,1,0,0,0,0,0
40,1,0,108894,15,2800,10.65,0.03,14,591,0,0,0,1,0,1,0,0,0,0,0,0
41,1,2,108986,23,13200,6.62,0.12,13,555,1,0,0,1,0,0,0,0,0,0,1,0
37,0,1,108784,14,4000,6.62,0.04,16,687,1,0,0,1,0,0,0,0,1,0,0,0
38,1,0,94173,14,15000,15.27,0.16,17,598,0,0,0,1,0,0,0,1,0,0,0,1
39,1,2,330854,12,12000,8.49,0.04,14,687,1,0,1,0,0,0,0,0,0,1,0,0
36,0,2,58588,15,12150,5.79,0.21,14,551,1,0,1,0,0,0,0,0,0,1,0,0
38,0,1,108661,16,7000,6.99,0.06,16,678,1,0,0,1,0,1,0,0,0,0,0,0
45,0,1,108839,22,2500,11.99,0.02,13,736,1,0,0,1,0,0,0,0,0,0,1,0
39,0,2,108838,16,18000,10.99,0.17,11,588,1,0,0,1,0,0,0,0,1,0,0,0
38,0,1,109111,18,21000,10.59,0.19,11,661,0,0,0,1,0,0,0,0,0,0,1,0
39,0,0,108902,18,10500,7.66,0.1,12,609,1,0,0,1,0,0,0,0,0,0,1,0
37,0,3,94760,13,5600,10.74,0.06,12,645,0,0,0,1,0,0,0,0,0,1,0,1
39,1,2,109423,20,4600,11.11,0.04,11,570,1,0,0,1,0,0,0,0,0,1,0,0
36,1,0,44363,13,12375,14.27,0.28,16,653,0,0,1,0,0,0,0,0,0,0,1,1
36,1,1,50354,16,12400,10.65,0.25,14,669,1,0,1,0,0,1,0,0,0,0,0,0
37,1,0,54324,13,12400,11.26,0.23,14,694,1,0,1,0,0,0,0,0,1,0,0,0
37,0,1,43007,16,13250,11.71,0.31,14,660,1,0,0,0,1,0,0,0,0,1,0,0
37,1,0,108745,15,22000,8.88,0.2,12,680,0,0,0,1,0,1,0,0,0,0,0,0
43,1,0,109126,22,15000,14.46,0.14,11,623,1,0,0,1,0,0,0,0,0,0,1,0
42,0,1,94319,19,7000,5.42,0.07,15,704,0,0,0,1,0,1,0,0,0,0,0,1
46,0,3,108819,24,20000,6.91,0.18,16,764,0,0,0,1,0,1,0,0,0,0,0,0
42,1,0,49130,23,2800,11.01,0.06,12,632,1,0,1,0,0,0,0,0,0,0,1,0
41,1,2,108755,18,8000,7.51,0.07,16,725,0,0,0,0,1,0,0,0,0,0,1,0
36,1,1,94640,13,9600,13.98,0.1,13,651,0,0,0,1,0,1,0,0,0,0,0,1
41,1,1,109125,17,3000,7.14,0.03,14,674,0,0,0,1,0,0,1,0,0,0,0,0
